OBJECTID,STD_ZIP5,USPS_ZIP_PREF_CITY,USPS_ZIP_PREF_STATE,LATITUDE,LONGITUDE,LAT,LON,x,y
40,00692,VEGA ALTA,PR,18.432009217,-66.32932792,18.43201,-66.32933,-7383747.28968485,2088176.9297799
41,00693,VEGA BAJA,PR,18.450881455,-66.40301479,18.45088,-66.40302,-7391949.83218887,2090391.61630603
42,00698,YAUCO,PR,18.024785916,-66.85553881,18.02479,-66.85554,-7442324.38174844,2040449.9058289
43,00703,AGUAS BUENAS,PR,18.254331207,-66.10298856,18.25433,-66.10299,-7358551.0973233,2067339.1959351
44,00704,AGUIRRE,PR,17.97083135,-66.24301392,17.97083,-66.24301,-7374138.30600997,2034134.63714218
45,00705,AIBONITO,PR,18.138822991,-66.2697151,18.13882,-66.26971,-7377110.85701429,2053803.89578956
46,00707,MAUNABO,PR,18.000768062,-65.89759509,18.00077,-65.8976,-7335687.08358214,2037638.51536344
47,00714,ARROYO,PR,17.974489908,-66.05697975,17.97449,-66.05698,-7353428.96706309,2034562.76780146
48,00715,MERCEDITA,PR,18.012828735,-66.55452618,18.01283,-66.55453,-7408816.08713059,2039050.19100093
49,00716,PONCE,PR,18.001358545,-66.60587841,18.00136,-66.60588,-7414532.72748034,2037707.50061734
50,00717,PONCE,PR,18.003497126,-66.61300395,18.0035,-66.61301,-7415325.97403041,2037957.99256615
51,00718,NAGUABO,PR,18.210043919,-65.72682836,18.21004,-65.72683,-7316677.19462457,2062148.63511761
52,00719,NARANJITO,PR,18.299193841,-66.24459205,18.29919,-66.24459,-7374314.11110067,2072598.61763936
53,00720,OROCOVIS,PR,18.189367503,-66.41322965,18.18937,-66.41323,-7393087.04527882,2059725.6034521
54,00723,PATILLAS,PR,18.05569705,-66.00930502,18.0557,-66.00931,-7348122.53870295,2044068.75127977
55,00725,CAGUAS,PR,18.233724976,-66.03286806,18.23372,-66.03287,-7350745.17814997,2064923.8189864
56,00727,CAGUAS,PR,18.23224466,-66.05279781,18.23224,-66.0528,-7352963.55051348,2064750.34501949
57,00728,PONCE,PR,18.010416663,-66.64973111,18.01042,-66.64973,-7419414.50571291,2038767.75885621
58,00729,CANOVANAS,PR,18.382012649,-65.89905371,18.38201,-65.89906,-7335849.2999026,2082311.36708996
59,00730,PONCE,PR,18.026352907,-66.61290645,18.02635,-66.61291,-7415314.93314067,2040633.44549003
60,00731,PONCE,PR,18.096790735,-66.63756377,18.09679,-66.63757,-7418059.87174251,2048880.79634933
61,00735,CEIBA,PR,18.266178903,-65.64876508,18.26618,-65.64877,-7307987.15379147,2068727.87667282
62,00736,CAYEY,PR,18.11896544,-66.14957224,18.11897,-66.14957,-7363736.92504142,2051477.91519555
63,00738,FAJARDO,PR,18.333482437,-65.65396899,18.33348,-65.65397,-7308566.37659798,2076619.28931446
64,00739,CIDRA,PR,18.171172035,-66.14810955,18.17117,-66.14811,-7363573.85935325,2057593.59118175
65,00740,PUERTO REAL,PR,18.329627252,-65.63888643,18.32963,-65.63889,-7306887.30987535,2076167.23997879
66,00741,PUNTA SANTIAGO,PR,18.16119008,-65.75420798,18.16119,-65.75421,-7319725.33345557,2056424.20761984
67,00745,RIO GRANDE,PR,18.379057965,-65.82858885,18.37906,-65.82859,-7328005.16218774,2081964.79451832
68,00751,SALINAS,PR,17.979107098,-66.28011727,17.97911,-66.28012,-7378269.30273863,2035103.18934087
69,00754,SAN LORENZO,PR,18.191457865,-65.9716467,18.19146,-65.97165,-7343930.39239689,2059970.55326474
70,00757,SANTA ISABEL,PR,17.970564529,-66.39034719,17.97056,-66.39035,-7390539.99365847,2034103.38717371
71,00765,VIEQUES,PR,18.14336675,-65.45076621,18.14337,-65.45077,-7285946.11202137,2054336.10897897
72,00766,VILLALBA,PR,18.127801312,-66.49604876,18.1278,-66.49605,-7402306.20023077,2052512.96738125
73,00767,YABUCOA,PR,18.06264764,-65.86324251,18.06265,-65.86324,-7331862.68421954,2044882.5544173
74,00769,COAMO,PR,18.07505309,-66.36567608,18.07505,-66.36568,-7387793.35643253,2046335.15226575
75,00771,LAS PIEDRAS,PR,18.192665223,-65.87877955,18.19267,-65.87878,-7333591.85962985,2060112.02657295
76,00772,LOIZA,PR,18.432201733,-65.86648544,18.4322,-65.86649,-7332223.6368892,2088199.53421979
77,00773,LUQUILLO,PR,18.372548387,-65.71945553,18.37255,-65.71945,-7315855.92116631,2081201.19234585
78,00777,JUNCOS,PR,18.226735174,-65.92213853,18.22674,-65.92214,-7338419.28267014,2064104.7484361
79,00778,GURABO,PR,18.249221592,-65.97838807,18.24922,-65.97839,-7344680.32453308,2066740.24339516
80,00780,COTO LAUREL,PR,18.052509722,-66.55373269,18.05251,-66.55373,-7408727.75990138,2043695.58292984
81,00782,COMERIO,PR,18.222394607,-66.22549628,18.22239,-66.22549,-7372188.31247099,2063595.97545585
82,00783,COROZAL,PR,18.338951226,-66.31996462,18.33895,-66.31996,-7382704.34895284,2077260.58604691
83,00784,GUAYAMA,PR,17.981330786,-66.11591118,17.98133,-66.11591,-7359989.81201829,2035363.47181459
84,00791,HUMACAO,PR,18.130491778,-65.82755916,18.13049,-65.82756,-7327890.50667444,2052827.98398029
85,00794,BARRANQUITAS,PR,18.188095753,-66.31264016,18.1881,-66.31264,-7381889.0206233,2059576.53421076
86,00795,JUANA DIAZ,PR,18.03694282,-66.50730516,18.03694,-66.50731,-7403559.76745811,2041873.16221757
87,00802,ST THOMAS,VI,18.338266834,-64.91019031,18.33827,-64.91019,-7225768.93831004,2077180.28306854
88,00820,CHRISTIANSTED,VI,17.744811981,-64.71095202,17.74481,-64.71095,-7203590.30987946,2007700.73332452
89,00830,ST JOHN,VI,18.3356,-64.7508,18.3356,-64.7508,-7208026.20535006,2076867.5740785
90,00840,FREDERIKSTED,VI,17.715578412,-64.84064088,17.71558,-64.84064,-7218026.71659463,2004284.14251891
91,00850,KINGSHILL,VI,17.729427751,-64.78718383,17.72943,-64.78719,-7212076.51860234,2005902.64591762
92,00901,SAN JUAN,PR,18.464555702,-66.10600856,18.46456,-66.10601,-7358887.42022166,2091996.32490084
93,00907,SAN JUAN,PR,18.453167932,-66.0753999,18.45317,-66.0754,-7355480.02734512,2090659.99150992
94,00909,SAN JUAN,PR,18.436135789,-66.06730902,18.43614,-66.06731,-7354578.9197782,2088661.25283146
95,00911,SAN JUAN,PR,18.447986728,-66.05983534,18.44799,-66.05984,-7353747.45468659,2090051.8436764
96,00912,SAN JUAN,PR,18.44544117,-66.06028333,18.44544,-66.06028,-7353796.71411787,2089753.03642163
97,00913,SAN JUAN,PR,18.451132433,-66.04307154,18.45113,-66.04307,-7351880.69261581,2090420.93823235
98,00915,SAN JUAN,PR,18.437837891,-66.04760506,18.43784,-66.04761,-7352386.02633107,2088860.8939746
99,00917,SAN JUAN,PR,18.4215165,-66.05011107,18.42152,-66.05011,-7352664.59678893,2086945.80800464
100,00918,SAN JUAN,PR,18.416531458,-66.06326083,18.41653,-66.06326,-7354128.79051162,2086360.8221359
101,00920,SAN JUAN,PR,18.409377825,-66.08988634,18.40938,-66.08989,-7357092.84861802,2085521.64093195
102,00921,SAN JUAN,PR,18.392791854,-66.08899202,18.39279,-66.08899,-7356992.63124268,2083575.76967888
103,00923,SAN JUAN,PR,18.410224888,-66.0368911,18.41022,-66.03689,-7351192.75942473,2085620.99819592
104,00924,SAN JUAN,PR,18.3995513,-66.01398688,18.39955,-66.01398,-7348643.15981256,2084368.77466112
105,00925,SAN JUAN,PR,18.4023666,-66.05291666,18.40237,-66.05292,-7352977.13928371,2084699.05331964
106,00926,SAN JUAN,PR,18.367909533,-66.05588589,18.36791,-66.05589,-7353307.51716467,2080657.09023821
107,00927,SAN JUAN,PR,18.392798617,-66.06894745,18.3928,-66.06895,-7354761.51925402,2083576.66465449
108,00934,FORT BUCHANAN,PR,18.4078,-66.137,18.4078,-66.137,-7362337.27814436,2085336.5781074
109,00949,TOA BAJA,PR,18.435921,-66.19399885,18.43592,-66.194,-7368682.4007319,2088635.96203956
110,00952,SABANA SECA,PR,18.4311915,-66.18311765,18.43119,-66.18312,-7367471.2985507,2088081.1408692
111,00953,TOA ALTA,PR,18.384935021,-66.22530442,18.38494,-66.2253,-7372167.07994791,2082654.14192187
112,00956,BAYAMON,PR,18.363521673,-66.16132271,18.36352,-66.16132,-7365044.84746105,2080142.30976561
113,00957,BAYAMON,PR,18.370093325,-66.18221526,18.37009,-66.18221,-7367370.23180765,2080913.03119618
114,00959,BAYAMON,PR,18.392083921,-66.15348505,18.39208,-66.15349,-7364172.61605873,2083492.75661146
115,00961,BAYAMON,PR,18.408218122,-66.16224522,18.40822,-66.16225,-7365147.61282822,2085385.5849606
116,00962,CATANO,PR,18.437037533,-66.1343486,18.43704,-66.13435,-7362041.72155672,2088767.11611643
117,00965,GUAYNABO,PR,18.431336203,-66.11612421,18.43134,-66.11613,-7360013.59242188,2088097.92626341
118,00966,GUAYNABO,PR,18.399271479,-66.11410101,18.39927,-66.1141,-7359787.67853219,2084335.88125559
119,00968,GUAYNABO,PR,18.405712039,-66.10051059,18.40571,-66.10051,-7358275.07474594,2085091.54609424
120,00969,GUAYNABO,PR,18.368342579,-66.10701659,18.36834,-66.10702,-7358999.52785445,2080707.87544791
121,00971,GUAYNABO,PR,18.357050789,-66.10642101,18.35705,-66.10642,-7358933.28240472,2079383.25052991
122,00976,TRUJILLO ALTO,PR,18.363024537,-66.0172233,18.36302,-66.01722,-7349003.2631145,2080083.91958335
123,00979,CAROLINA,PR,18.439088117,-66.01860382,18.43909,-66.0186,-7349156.98653705,2089007.71644073
124,00982,CAROLINA,PR,18.409583964,-65.99281208,18.40958,-65.99281,-7346286.35142087,2085545.80878764
125,00983,CAROLINA,PR,18.416333418,-65.9760569,18.41633,-65.97606,-7344421.28797419,2086337.77214781
126,00985,CAROLINA,PR,18.398567874,-65.95961329,18.39857,-65.95961,-7342590.19645312,2084253.31262754
127,00987,CAROLINA,PR,18.374007219,-65.96746421,18.37401,-65.96746,-7343464.12647956,2081372.12213271
128,01001,AGAWAM,MA,42.07018817,-72.62142905,42.07019,-72.62143,-8084180.5462744,5171498.86366254
129,01002,AMHERST,MA,42.374723226,-72.51071918,42.37472,-72.51072,-8071856.34941867,5217277.23853984
130,01003,AMHERST,MA,42.392512,-72.523668,42.39251,-72.52367,-8073297.61210549,5219958.58072643
131,01005,BARRE,MA,42.412651293,-72.11214961,42.41265,-72.11215,-8027488.05177909,5222994.40477696
132,01007,BELCHERTOWN,MA,42.27329748,-72.4094026,42.2733,-72.4094,-8060577.64128678,5202006.23378839
133,01008,BLANDFORD,MA,42.188539747,-72.95323445,42.18854,-72.95323,-8121116.61703548,5189264.0076044
134,01010,BRIMFIELD,MA,42.133450103,-72.2030125,42.13345,-72.20301,-8037602.36916923,5180990.54874881
135,01011,CHESTER,MA,42.295048192,-72.96592271,42.29505,-72.96592,-8122529.00344639,5205279.14492841
136,01012,CHESTERFIELD,MA,42.376478477,-72.8405442,42.37648,-72.84055,-8108572.45130747,5217542.23453688
137,01013,CHICOPEE,MA,42.162441678,-72.60793384,42.16244,-72.60793,-8082678.13401018,5185343.49988475
138,01020,CHICOPEE,MA,42.175818139,-72.5758054,42.17582,-72.57581,-8079101.73042806,5187352.83015413
139,01022,CHICOPEE,MA,42.194245055,-72.55978869,42.19424,-72.55979,-8077319.04908186,5190120.86729174
140,01026,CUMMINGTON,MA,42.467588758,-72.92011956,42.46759,-72.92012,-8117430.65358976,5231281.60420079
141,01027,EASTHAMPTON,MA,42.266451377,-72.67860734,42.26645,-72.6786,-8090545.20287223,5200976.72299481
142,01028,EAST LONGMEADOW,MA,42.066128468,-72.5040527,42.06613,-72.50405,-8071114.06092399,5170890.21706754
143,01030,FEEDING HILLS,MA,42.070848573,-72.67393885,42.07085,-72.67394,-8090026.28038672,5171598.40162534
144,01031,GILBERTVILLE,MA,42.330121107,-72.18145951,42.33012,-72.18146,-8035203.09584271,5210558.82324024
145,01032,GOSHEN,MA,42.456421691,-72.82322646,42.45642,-72.82323,-8106644.53965929,5229596.18563356
146,01033,GRANBY,MA,42.256313495,-72.51861394,42.25631,-72.51862,-8072735.37531744,5199451.59980282
147,01034,GRANVILLE,MA,42.067630967,-72.9256513,42.06763,-72.92565,-8118046.3963137,5171115.59485776
148,01035,HADLEY,MA,42.361032594,-72.56953589,42.36103,-72.56953,-8078403.60560364,5215215.00762162
149,01036,HAMPDEN,MA,42.066494695,-72.42971381,42.06649,-72.42971,-8062838.47869643,5170945.13096055
150,01038,HATFIELD,MA,42.377577142,-72.6098632,42.37758,-72.60986,-8082893.00701013,5217707.78877235
151,01039,HAYDENVILLE,MA,42.392069221,-72.68969971,42.39207,-72.6897,-8091780.08556832,5219891.88287944
152,01040,HOLYOKE,MA,42.202296028,-72.62683922,42.2023,-72.62684,-8084782.7002281,5191330.91912672
153,01050,HUNTINGTON,MA,42.267571304,-72.86300689,42.26757,-72.86301,-8111072.79148837,5201144.85741352
154,01053,LEEDS,MA,42.352102792,-72.69795443,42.3521,-72.69795,-8092699.02852142,5213869.74188086
155,01054,LEVERETT,MA,42.469814835,-72.49681503,42.46981,-72.49682,-8070308.92422779,5231617.22726019
156,01056,LUDLOW,MA,42.17340753,-72.46954771,42.17341,-72.46955,-8067273.52491064,5186990.69527371
157,01057,MONSON,MA,42.098615533,-72.32155595,42.09861,-72.32156,-8050798.79742728,5175762.76914373
158,01060,NORTHAMPTON,MA,42.32438196,-72.6364621,42.32438,-72.63646,-8085853.66797963,5209694.94599357
159,01062,FLORENCE,MA,42.325087843,-72.67840314,42.32509,-72.67841,-8090523.12109276,5209801.20323563
160,01068,OAKHAM,MA,42.349303147,-72.05376161,42.3493,-72.05376,-8020988.35640129,5213447.98493313
161,01069,PALMER,MA,42.170232566,-72.32463103,42.17023,-72.32463,-8051141.06545438,5186513.40887436
162,01070,PLAINFIELD,MA,42.515949871,-72.91925281,42.51595,-72.91925,-8117333.83335132,5238582.22466525
163,01071,RUSSELL,MA,42.159682,-72.85671906,42.15968,-72.85672,-8110372.96803984,5184929.31097877
164,01072,SHUTESBURY,MA,42.466965474,-72.42828291,42.46696,-72.42828,-8062679.65951287,5231187.19444819
165,01073,SOUTHAMPTON,MA,42.225595914,-72.71771884,42.2256,-72.71772,-8094899.56561007,5194832.97073954
166,01075,SOUTH HADLEY,MA,42.235768839,-72.58406297,42.23577,-72.58406,-8080020.67338115,5196361.94003806
167,01077,SOUTHWICK,MA,42.053548673,-72.76987168,42.05355,-72.76987,-8100705.38255674,5169003.88876856
168,01080,THREE RIVERS,MA,42.18119648,-72.36264586,42.1812,-72.36265,-8055373.12892609,5188160.80728488
169,01081,WALES,MA,42.059049959,-72.22534236,42.05905,-72.22534,-8040088.27121217,5169829.18292332
170,01082,WARE,MA,42.264944704,-72.25770529,42.26495,-72.25771,-8043691.00307839,5200750.06206377
171,01084,WEST CHESTERFIELD,MA,42.375672953,-72.88201777,42.37567,-72.88202,-8113189.24785242,5217420.36995813
172,01085,WESTFIELD,MA,42.128266038,-72.74982115,42.12827,-72.74982,-8098473.42131168,5180212.38250436
173,01088,WEST HATFIELD,MA,42.386328194,-72.63798934,42.38633,-72.63799,-8086024.37730932,5219026.57872365
174,01089,WEST SPRINGFIELD,MA,42.116016976,-72.63933857,42.11602,-72.63934,-8086173.85411593,5178374.00991713
175,01095,WILBRAHAM,MA,42.12824677,-72.44423998,42.12825,-72.44424,-8064455.54647395,5180209.51953405
176,01096,WILLIAMSBURG,MA,42.407769556,-72.76837042,42.40777,-72.76837,-8100538.07036396,5222258.21860379
177,01098,WORTHINGTON,MA,42.396170507,-72.93736522,42.39617,-72.93736,-8119350.07234004,5220510.00584433
178,01103,SPRINGFIELD,MA,42.103637822,-72.58800256,42.10364,-72.58801,-8080459.76164667,5176516.5324364
179,01104,SPRINGFIELD,MA,42.128884443,-72.57765114,42.12888,-72.57765,-8079307.26116238,5180305.14071694
180,01105,SPRINGFIELD,MA,42.1014773,-72.57828386,42.10148,-72.57829,-8079377.75300541,5176192.58440454
181,01106,LONGMEADOW,MA,42.051400769,-72.56652419,42.0514,-72.56652,-8078068.13196166,5168681.91182716
182,01107,SPRINGFIELD,MA,42.118683685,-72.60638991,42.11868,-72.60639,-8082506.5754241,5178774.17344172
183,01108,SPRINGFIELD,MA,42.085194031,-72.55802029,42.08519,-72.55802,-8077122.01135677,5173749.59233165
184,01109,SPRINGFIELD,MA,42.116714582,-72.55128837,42.11671,-72.55128,-8076372.07922057,5178478.77220668
185,01118,SPRINGFIELD,MA,42.09303739,-72.52788986,42.09304,-72.52789,-8073768.12441611,5174926.08743385
186,01119,SPRINGFIELD,MA,42.127227453,-72.51096758,42.12723,-72.51097,-8071884.37632686,5180056.64231462
187,01128,SPRINGFIELD,MA,42.095890484,-72.48830513,42.09589,-72.4883,-8069361.1051101,5175354.14790137
188,01129,SPRINGFIELD,MA,42.124110722,-72.48831499,42.12411,-72.48831,-8069361.95447782,5179588.86476332
189,01151,INDIAN ORCHARD,MA,42.153522348,-72.50381616,42.15352,-72.50381,-8071087.7326399,5184004.18224331
190,01201,PITTSFIELD,MA,42.451874951,-73.24816089,42.45187,-73.24816,-8153948.01924067,5228910.1314368
191,01220,ADAMS,MA,42.623615124,-73.1176154,42.62362,-73.11761,-8139415.64154347,5254856.60341603
192,01222,ASHLEY FALLS,MA,42.059965349,-73.31588791,42.05997,-73.31589,-8161487.25810227,5169966.45287525
193,01223,BECKET,MA,42.297851854,-73.08842164,42.29785,-73.08842,-8136166.21859408,5205701.11233391
194,01224,BERKSHIRE,MA,42.506019413,-73.19902255,42.50602,-73.19902,-8148477.67593597,5237082.70942519
195,01225,CHESHIRE,MA,42.561764578,-73.15392488,42.56176,-73.15392,-8143457.46178652,5245503.93642455
196,01226,DALTON,MA,42.469917639,-73.16529696,42.46992,-73.1653,-8144723.76852772,5231632.77085597
197,01230,GREAT BARRINGTON,MA,42.191229956,-73.36139051,42.19123,-73.36139,-8166552.48517838,5189668.06895062
198,01235,HINSDALE,MA,42.433944569,-73.08230362,42.43394,-73.08231,-8135485.07967681,5226205.53714748
199,01236,HOUSATONIC,MA,42.257555715,-73.37382694,42.25756,-73.37383,-8167936.84468109,5199638.64080445
200,01237,LANESBOROUGH,MA,42.52169539,-73.24129378,42.52169,-73.24129,-8153183.64896652,5239449.89778531
201,01238,LEE,MA,42.305559385,-73.24691432,42.30556,-73.24692,-8153809.5833238,5206861.47636468
202,01240,LENOX,MA,42.364896091,-73.27210942,42.36489,-73.27211,-8156613.97287893,5215796.61705002
203,01245,MONTEREY,MA,42.186835313,-73.1908618,42.18684,-73.19086,-8147569.7738726,5189007.82456437
204,01247,NORTH ADAMS,MA,42.698731398,-73.10799152,42.69873,-73.10799,-8138344.67390326,5266227.39977508
205,01253,OTIS,MA,42.228217091,-73.10917745,42.22822,-73.10918,-8138476.31543501,5195226.94638776
206,01254,RICHMOND,MA,42.3763592,-73.35801036,42.37636,-73.35801,-8166176.24511437,5217523.8396834
207,01255,SANDISFIELD,MA,42.101507749,-73.13318651,42.10151,-73.13319,-8141149.06345838,5176197.16301309
208,01256,SAVOY,MA,42.573758329,-73.01568747,42.57376,-73.01569,-8128068.98933773,5247316.75429665
209,01257,SHEFFIELD,MA,42.101870605,-73.36031321,42.10187,-73.36031,-8166432.73390407,5176251.53515214
210,01258,SOUTH EGREMONT,MA,42.088279689,-73.45909247,42.08828,-73.45909,-8177428.62507349,5174212.505159
211,01259,SOUTHFIELD,MA,42.067147989,-73.26476853,42.06715,-73.26477,-8155796.9460366,5171042.94706559
212,01266,WEST STOCKBRIDGE,MA,42.3176015,-73.38394849,42.3176,-73.38395,-8169063.86624901,5208673.78848048
213,01267,WILLIAMSTOWN,MA,42.701852507,-73.20865127,42.70185,-73.20865,-8149549.4929439,5266700.06070291
214,01270,WINDSOR,MA,42.507513967,-73.04871004,42.50751,-73.04871,-8131745.61040651,5237308.51448838
215,01301,GREENFIELD,MA,42.600236676,-72.60098765,42.60023,-72.60099,-8081905.27072679,5251320.14167537
216,01330,ASHFIELD,MA,42.517652447,-72.8119545,42.51765,-72.81196,-8105390.12306422,5238839.1766577
217,01331,ATHOL,MA,42.584015393,-72.21659161,42.58401,-72.21659,-8039114.12369908,5248867.49749527
218,01337,BERNARDSTON,MA,42.683142943,-72.56236712,42.68314,-72.56237,-8077606.11254895,5263866.76173575
219,01338,BUCKLAND,MA,42.588158263,-72.79478445,42.58816,-72.79478,-8103478.34806678,5249493.86473567
220,01339,CHARLEMONT,MA,42.627326424,-72.87278721,42.62733,-72.87279,-8112161.59451476,5255418.15103887
221,01340,COLRAIN,MA,42.679202296,-72.71556748,42.6792,-72.71557,-8094660.06283882,5263270.05192471
222,01341,CONWAY,MA,42.518993416,-72.69624798,42.51899,-72.69625,-8092509.63454916,5239041.97787132
223,01342,DEERFIELD,MA,42.540933304,-72.60489685,42.54093,-72.6049,-8082340.1124877,5242355.97401886
224,01343,DRURY,MA,42.656001873,-72.9898832,42.656,-72.98988,-8125196.65570876,5259757.56795768
225,01344,ERVING,MA,42.594023201,-72.45427326,42.59402,-72.45428,-8065573.22577625,5250381.00116077
226,01346,HEATH,MA,42.653469957,-72.82951548,42.65347,-72.82951,-8107344.36310781,5259374.17322009
227,01349,MILLERS FALLS,MA,42.57491566,-72.491721,42.57492,-72.49172,-8069741.59167873,5247492.0579607
228,01350,MONROE BRIDGE,MA,42.721330407,-72.94389341,42.72133,-72.94389,-8120077.07344037,5269650.97304592
229,01351,MONTAGUE,MA,42.546197195,-72.53349218,42.5462,-72.53349,-8074391.51089289,5243151.36797026
230,01354,GILL,MA,42.628808622,-72.52296937,42.62881,-72.52297,-8073220.32576602,5255642.08696617
231,01355,NEW SALEM,MA,42.508035628,-72.3295666,42.50803,-72.32957,-8051690.5628399,5237386.85612236
232,01360,NORTHFIELD,MA,42.684207463,-72.45159718,42.68421,-72.4516,-8065275.1213081,5264027.93175344
233,01364,ORANGE,MA,42.589520877,-72.29560652,42.58952,-72.29561,-8047910.32714757,5249699.77910307
234,01366,PETERSHAM,MA,42.488308941,-72.19072231,42.48831,-72.19072,-8036234.14631727,5234408.59870724
235,01367,ROWE,MA,42.700704438,-72.90545242,42.7007,-72.90545,-8115797.4491615,5266526.13254813
236,01368,ROYALSTON,MA,42.670163973,-72.179367,42.67016,-72.17937,-8034970.38745658,5261901.17080035
237,01370,SHELBURNE FALLS,MA,42.601563439,-72.7328131,42.60156,-72.73281,-8096579.48158909,5251520.90381399
238,01373,SOUTH DEERFIELD,MA,42.478179626,-72.61025418,42.47818,-72.61025,-8082936.32131268,5232879.80610135
239,01375,SUNDERLAND,MA,42.45580254,-72.56805376,42.4558,-72.56805,-8078238.84129135,5229502.94379001
240,01376,TURNERS FALLS,MA,42.598668747,-72.55639015,42.59867,-72.55639,-8076940.26113734,5251083.04032566
241,01378,WARWICK,MA,42.669666898,-72.33896971,42.66967,-72.33897,-8052736.90082014,5261826.0901966
242,01379,WENDELL,MA,42.540954685,-72.40592203,42.54095,-72.40592,-8060190.36033303,5242359.43208068
243,01380,WENDELL DEPOT,MA,42.559003211,-72.39729426,42.559,-72.39729,-8059229.8017015,5245086.5304266
